customer_id,age,gender,region,annual_income,tenure_months,purchase_frequency_per_month,avg_basket_value,total_spend_12m,recency_days,online_purchase_ratio,returns_rate,loyalty_member,email_open_rate,preferred_category,satisfaction_score
CUST10704,38,Male,South,32430.01,11,2.26,23.77,653.57,25,0.234,0.064,1,0.207,Sports & Outdoors,6.99
CUST10705,38,Female,West,45961.95,41,4.74,43.55,2796.14,29,0.666,0.168,0,0.209,Home & Kitchen,7.15
CUST10706,42,Female,East,91445.88,9,6.42,133.56,10823.33,16,0.461,0.108,0,0.24,Home & Kitchen,5.76
CUST10707,40,Female,North,54138.38,57,3.77,52.96,2650.74,38,0.505,0.034,1,0.208,Groceries,6.44
CUST10708,47,Male,East,117990.59,43,6.68,117.99,10460.77,15,0.318,0.056,1,0.454,Apparel,6.86
CUST10709,37,Female,South,54975.79,10,0.73,134.18,1291.91,30,0.095,0.08,0,0.505,Apparel,7.17
CUST10710,45,Female,North,76110.67,18,1.45,238.75,4142.4,86,0.0,0.072,0,0.451,Groceries,8.85
CUST10711,24,Male,West,40037.86,1,9.04,49.3,5522.16,23,0.772,0.028,0,0.88,Beauty,5.69
CUST10712,25,Male,East,36732.8,32,8.42,53.67,5441.89,4,0.915,0.044,0,0.281,Apparel,7.08
CUST10713,27,Female,South,41534.58,16,4.83,61.91,4060.31,6,0.936,0.044,0,0.219,Sports & Outdoors,7.92
CUST10714,54,Female,East,81366.05,50,12.75,115.75,17471.18,5,0.302,0.083,0,0.384,Beauty,5.23
CUST10715,33,Female,Central,43905.24,21,5.49,91.97,5954.2,35,0.873,0.09,1,0.34,Apparel,8.41
CUST10716,40,Male,North,52966.11,17,2.79,75.57,2330.85,13,0.529,0.015,1,0.446,Beauty,8.74
CUST10717,37,Male,West,50644.98,30,5.28,79.77,4345.14,27,0.564,0.0,0,0.761,Sports & Outdoors,8.26
CUST10718,37,Female,North,29917.15,51,2.05,15.56,339.3,45,0.131,0.112,0,0.314,Sports & Outdoors,6.68
CUST10719,31,Male,East,55247.03,20,0.65,194.42,1509.87,111,0.174,0.104,0,0.455,Beauty,5.9
CUST10720,35,Female,North,62384.42,60,4.94,58.49,2980.26,31,0.544,0.129,1,0.697,Apparel,8.27
CUST10721,32,Female,South,22889.51,26,2.55,22.49,783.91,74,0.38,0.0,0,0.51,Apparel,6.65
CUST10722,36,Female,East,27946.45,12,0.87,25.38,296.94,48,0.272,0.069,1,0.459,Home & Kitchen,8.18
CUST10723,68,Male,South,37092.85,21,1.57,253.92,4677.71,74,0.083,0.075,1,0.322,Apparel,7.15
CUST10724,18,Male,Central,27874.13,37,4.84,44.95,2736.16,10,0.838,0.015,0,0.503,Beauty,9.38
CUST10725,37,Male,West,45522.97,29,1.39,67.37,1182.34,18,0.335,0.0,0,0.502,Home & Kitchen,5.58
CUST10726,23,Female,North,29284.52,27,3.12,9.44,330.69,39,0.642,0.112,0,0.469,Electronics,7.37
CUST10727,55,Female,North,86702.19,30,2.02,153.5,3493.91,132,0.224,0.027,0,0.185,Groceries,3.81
CUST10728,28,Female,North,35048.07,21,1.79,19.36,470.6,42,0.382,0.043,0,0.414,Home & Kitchen,9.42
CUST10729,39,Female,Central,31942.29,32,1.38,11.27,209.09,30,0.188,0.055,1,0.182,Home & Kitchen,7.41
CUST10730,29,Female,Central,35065.42,42,1.87,11.22,228.45,49,0.335,0.104,0,0.347,Groceries,7.61
CUST10731,55,Female,East,60263.57,44,4.73,79.95,4775.07,15,0.187,0.0,0,0.229,Sports & Outdoors,6.98
CUST10732,48,Male,East,47945.33,33,1.79,190.3,4408.29,73,0.471,0.02,1,0.636,Groceries,8.28
CUST10733,20,Male,South,26923.72,48,6.65,35.36,2758.79,6,0.769,0.022,0,0.344,Apparel,8.0
CUST10734,59,Female,South,92720.1,33,8.32,105.88,9014.65,3,0.345,0.047,1,0.453,Apparel,6.41
CUST10735,34,Non-binary,North,65879.04,80,5.18,72.93,4764.58,11,0.518,0.1,1,0.338,Electronics,8.56
CUST10736,42,Male,Central,93719.11,61,10.93,158.56,18677.77,4,0.669,0.0,1,0.513,Home & Kitchen,5.81
CUST10737,28,Female,Central,44027.08,42,4.95,80.61,4726.53,37,0.591,0.0,0,0.632,Groceries,5.85
CUST10738,20,Male,West,29247.14,42,3.88,41.15,1711.4,28,0.859,0.107,0,0.318,Beauty,6.71
CUST10739,63,Female,West,103877.52,49,6.58,148.69,11794.54,11,0.432,0.079,1,0.369,Groceries,8.41
CUST10740,24,Male,West,29149.81,25,4.49,62.66,3219.92,16,0.833,0.051,0,0.368,Sports & Outdoors,9.53
CUST10741,48,Female,Central,116226.74,49,10.98,130.03,16766.58,2,0.637,0.098,0,0.421,Electronics,6.32
CUST10742,48,Male,East,73023.29,36,2.07,189.63,4106.89,59,0.288,0.029,0,0.263,Apparel,8.87
CUST10743,26,Female,South,39127.57,32,3.11,46.49,1578.9,24,0.876,0.071,0,0.528,Groceries,7.07
CUST10744,56,Female,South,115781.95,26,11.17,204.63,27870.79,6,0.518,0.057,1,0.53,Home & Kitchen,7.52
CUST10745,51,Female,East,54338.38,26,4.24,83.4,4590.88,25,0.885,0.078,1,0.612,Apparel,7.36
CUST10746,40,Male,South,151403.66,1,5.85,141.76,8695.35,19,0.39,0.0,1,0.298,Beauty,5.88
CUST10747,23,Female,Central,35158.62,35,9.23,13.32,1551.62,15,0.898,0.018,0,0.44,Home & Kitchen,6.01
CUST10748,25,Female,Central,79376.7,27,3.29,77.41,3105.54,22,0.528,0.108,0,0.323,Home & Kitchen,6.49
CUST10749,43,Male,West,52129.47,6,2.65,314.33,10915.72,64,0.134,0.073,0,0.25,Home & Kitchen,6.62
CUST10750,18,Male,Central,35201.81,28,2.45,11.54,330.24,82,0.385,0.083,0,0.366,Apparel,7.63
CUST10751,46,Female,West,41324.46,28,3.74,53.34,2163.06,1,0.428,0.021,1,0.409,Home & Kitchen,6.67
CUST10752,61,Female,South,84591.39,63,2.03,162.54,3723.32,29,0.0,0.045,0,0.325,Home & Kitchen,6.89
CUST10753,30,Female,North,100877.15,29,16.86,194.05,44295.0,4,0.576,0.083,1,0.41,Groceries,7.43
CUST10754,36,Male,Central,37600.54,43,2.14,19.07,440.99,1,0.283,0.04,0,0.535,Sports & Outdoors,8.04
CUST10755,65,Male,East,69215.78,43,2.0,213.61,4709.42,54,0.0,0.093,0,0.298,Home & Kitchen,5.91
CUST10756,59,Female,East,81860.17,38,0.95,359.89,4257.74,83,0.31,0.085,0,0.35,Electronics,8.39
CUST10757,27,Female,North,41187.68,59,1.63,63.69,1315.23,18,0.884,0.103,0,0.679,Beauty,5.04
CUST10758,38,Male,West,37309.12,21,5.1,61.17,4301.51,43,0.441,0.137,1,0.422,Groceries,8.99
CUST10759,52,Female,Central,66554.23,14,2.67,194.54,7062.13,113,0.234,0.094,1,0.325,Home & Kitchen,8.46
CUST10760,38,Male,North,37402.73,15,2.56,29.72,1037.79,78,0.389,0.022,1,0.449,Groceries,6.63
CUST10761,38,Male,South,71205.33,28,9.47,86.6,8722.47,13,0.696,0.032,1,0.497,Groceries,4.49
CUST10762,48,Female,Central,108195.84,32,9.64,185.02,18435.55,16,0.59,0.076,1,0.634,Groceries,7.29
CUST10763,32,Female,East,54280.03,1,1.25,146.52,1985.98,77,0.326,0.036,1,0.205,Apparel,7.52
CUST10764,38,Male,East,22657.25,45,2.11,17.73,486.29,55,0.71,0.019,0,0.434,Electronics,8.66
CUST10765,24,Male,Central,44080.98,39,4.41,38.12,1934.86,14,0.884,0.115,0,0.6,Home & Kitchen,6.29
CUST10766,33,Male,Central,83125.31,11,1.94,262.19,5340.11,54,0.126,0.051,0,0.573,Electronics,6.58
CUST10767,51,Male,West,68697.81,17,5.45,95.6,6033.73,25,0.594,0.075,0,0.349,Sports & Outdoors,7.39
CUST10768,57,Male,East,68601.01,24,4.15,108.21,5930.14,14,0.461,0.084,1,0.402,Home & Kitchen,7.48
CUST10769,37,Male,North,57974.01,16,2.96,61.02,1868.83,28,0.421,0.099,0,0.234,Sports & Outdoors,5.9
CUST10770,31,Male,Central,32821.67,23,3.5,35.5,1454.02,35,0.384,0.075,0,0.108,Electronics,8.51
CUST10771,33,Female,South,53991.55,15,3.91,79.43,3248.44,34,0.443,0.096,0,0.639,Home & Kitchen,6.54
CUST10772,29,Male,East,32159.62,40,3.51,17.5,794.33,56,0.322,0.069,1,0.315,Electronics,6.14
CUST10773,35,Male,North,68353.59,63,2.75,103.09,3628.25,21,0.646,0.044,1,0.55,Groceries,6.72
CUST10774,33,Male,West,76895.81,19,1.53,259.53,4639.92,103,0.0,0.017,0,0.666,Home & Kitchen,8.18
CUST10775,20,Female,North,44159.45,38,1.5,18.81,348.89,25,0.007,0.09,0,0.223,Beauty,5.93
CUST10776,32,Male,North,88706.66,9,9.13,164.38,16490.62,5,0.736,0.063,1,0.514,Apparel,7.11
CUST10777,48,Female,North,59555.62,23,2.01,276.51,6490.3,109,0.443,0.047,1,0.387,Groceries,
CUST10778,56,Female,Central,74304.65,49,2.21,285.56,7990.91,130,0.269,0.042,0,0.532,Apparel,7.49
CUST10779,46,Male,West,79776.9,7,2.39,192.98,5795.43,114,0.0,0.014,1,0.344,Electronics,8.43
CUST10780,42,Male,Central,55766.35,43,2.96,164.7,6050.74,90,0.577,0.099,0,0.591,Beauty,6.79
CUST10781,24,Male,South,24644.19,51,8.9,30.79,3010.36,22,0.841,0.117,0,0.617,Apparel,7.76
CUST10782,33,Male,South,97264.58,20,14.06,165.24,23998.59,7,0.058,0.084,1,0.241,Groceries,9.46
CUST10783,33,Male,Central,114719.22,49,10.82,143.5,21193.44,6,0.529,0.093,1,0.622,Groceries,7.31
CUST10784,28,Male,Central,29744.04,11,4.35,27.61,1336.63,16,0.158,0.139,0,0.532,Home & Kitchen,7.79
CUST10785,33,Female,South,44222.56,41,3.45,74.06,3466.82,9,0.388,0.19,0,0.488,Home & Kitchen,5.83
CUST10786,23,Female,Central,29771.47,35,8.47,25.67,2538.76,11,0.868,0.117,0,0.502,Electronics,8.02
CUST10787,29,Male,North,44612.39,19,6.12,39.04,3279.97,17,0.834,0.0,1,0.538,Home & Kitchen,9.32
CUST10788,28,Male,East,37416.16,34,6.42,59.79,4033.3,23,0.82,0.144,0,0.227,Beauty,6.24
CUST10789,24,Male,East,57256.85,38,4.4,75.74,4338.22,23,0.529,0.0,0,0.315,Apparel,7.87
CUST10790,21,Female,South,32046.04,30,1.17,30.63,410.49,3,0.23,0.042,1,0.203,Apparel,6.73
CUST10791,22,Male,West,43701.19,59,5.83,56.19,3945.88,2,0.938,0.025,0,0.648,Groceries,9.38
CUST10792,21,Male,Central,25126.13,17,7.38,49.84,4697.34,3,0.782,0.067,0,0.653,Home & Kitchen,6.95
CUST10793,59,Female,Central,93653.76,49,1.46,256.76,3872.73,44,0.28,0.105,0,0.235,Apparel,6.91
CUST10794,30,Male,West,30103.16,1,2.3,19.5,503.83,38,0.534,0.113,1,0.459,Electronics,8.51
CUST10795,34,Male,Central,74529.45,28,2.91,72.43,2205.69,24,0.482,0.054,1,0.576,Home & Kitchen,8.57
CUST10796,37,Male,West,53122.08,34,6.67,75.5,5795.5,6,0.729,0.041,0,0.776,Sports & Outdoors,7.49
CUST10797,24,Female,North,37128.51,82,3.87,43.19,1906.18,3,0.831,0.066,1,0.488,Groceries,9.06
CUST10798,75,Female,West,71109.09,15,0.6,107.33,856.56,72,0.172,0.15,0,0.389,Beauty,6.7
CUST10799,42,Female,South,58196.73,13,4.18,54.85,2837.41,20,0.719,0.0,0,0.295,Electronics,7.46
CUST10800,61,Male,North,73794.72,48,1.12,187.11,2548.08,59,0.0,0.215,0,0.223,Groceries,5.74
CUST10801,34,Female,East,35973.84,9,1.95,9.51,223.03,59,0.536,0.101,0,0.338,Electronics,7.34
CUST10802,27,Male,South,27389.35,35,5.71,43.83,2886.46,15,0.958,0.089,1,0.3,Apparel,8.26
CUST10803,67,Female,North,48435.67,49,1.93,254.11,5746.77,61,0.432,0.056,0,0.633,Beauty,8.4
CUST10804,28,Male,Central,44453.52,16,10.27,33.63,3564.6,6,0.856,0.087,0,0.72,Electronics,5.02
CUST10805,48,Male,South,96951.72,10,0.85,121.7,1137.62,50,0.251,0.127,0,0.534,Home & Kitchen,7.37
CUST10806,28,Non-binary,Central,56528.89,33,7.24,41.37,3581.04,5,0.692,0.03,1,0.528,Electronics,8.08
CUST10807,40,Male,Central,41852.51,43,4.32,57.08,3320.69,11,0.539,0.102,1,0.548,Beauty,7.1
CUST10808,20,Male,South,33196.18,41,4.15,41.73,2359.7,1,0.77,0.0,0,0.681,Home & Kitchen,8.55
CUST10809,26,Female,North,26447.27,36,3.07,23.18,943.91,78,0.245,0.028,0,0.377,Beauty,5.64
CUST10810,42,Non-binary,West,54312.67,28,3.0,90.46,3495.85,14,0.68,0.007,1,0.459,Apparel,9.15
CUST10811,30,Male,Central,65659.64,15,4.52,70.68,3396.18,10,0.351,0.062,1,0.417,Electronics,9.67
CUST10812,40,Female,North,37633.71,32,0.62,21.84,156.4,55,0.437,0.108,0,0.424,Apparel,6.87
CUST10813,43,Male,East,62206.39,20,4.6,86.01,5269.29,55,0.757,0.0,0,0.466,Groceries,6.36
CUST10814,61,Male,Central,67421.82,17,6.3,62.64,5175.83,28,0.573,0.054,0,0.322,Apparel,6.86
CUST10815,26,Female,East,49505.7,34,7.0,37.06,3079.28,23,0.966,0.121,0,0.455,Beauty,6.45
CUST10816,18,Female,North,24588.18,10,7.47,34.56,2905.75,3,0.887,0.036,0,0.361,Home & Kitchen,5.46
CUST10817,40,Male,North,50242.61,44,8.94,142.69,13306.52,2,0.875,0.007,0,0.716,Apparel,6.92
CUST10818,46,Male,North,24887.7,43,2.68,13.7,451.15,27,0.425,0.021,0,0.391,Home & Kitchen,7.86
CUST10819,32,Female,Central,78813.83,1,11.96,90.91,12417.9,1,0.472,0.015,1,0.452,Home & Kitchen,8.26
CUST10820,41,Female,Central,46487.76,84,4.53,77.21,4174.08,31,0.311,0.119,0,0.43,Groceries,7.19
CUST10821,37,Male,East,24995.0,38,2.36,30.11,936.9,47,0.301,0.098,0,0.341,Electronics,8.07
CUST10822,59,Male,South,70000.89,12,4.01,148.6,6937.13,8,0.323,0.021,0,0.171,Electronics,7.36
CUST10823,32,Female,South,107401.99,14,11.81,132.99,16304.07,8,0.288,0.043,0,0.331,Apparel,7.22
CUST10824,26,Male,North,49131.19,34,4.25,43.25,2480.3,3,0.889,0.031,0,0.326,Home & Kitchen,5.86
CUST10825,55,Male,West,52116.83,79,6.74,82.89,6032.32,27,0.486,0.046,0,0.345,Apparel,6.66
CUST10826,49,Female,West,87333.36,34,5.43,108.22,7560.66,10,0.765,0.1,0,0.431,Home & Kitchen,7.41
CUST10827,33,Male,Central,66462.92,38,8.67,212.01,24819.83,6,0.395,0.0,1,0.277,Groceries,9.64
CUST10828,45,Male,North,86986.99,38,1.08,295.3,3700.55,80,0.323,0.09,0,0.309,Groceries,6.17
CUST10829,18,Female,West,40183.8,31,4.83,58.18,3096.34,9,0.865,0.066,0,0.527,Apparel,9.04
CUST10830,53,Male,North,96630.48,39,11.0,196.92,27597.88,18,0.522,0.052,0,0.358,Apparel,6.73
CUST10831,29,Female,East,34527.36,18,2.28,40.97,1119.77,18,0.915,0.011,1,0.597,Electronics,8.82
CUST10832,41,Male,South,37429.08,1,4.46,13.85,833.27,32,0.346,0.06,0,0.548,Sports & Outdoors,7.75
CUST10833,26,Female,South,30561.48,15,2.57,16.72,483.61,75,0.472,0.076,1,0.513,Apparel,8.57
CUST10834,24,Female,North,32629.46,45,4.57,50.97,3214.64,9,1.0,0.154,0,0.266,Home & Kitchen,9.31
CUST10835,28,Male,West,35792.23,47,7.25,57.35,5560.51,1,0.809,0.074,1,0.363,Sports & Outdoors,4.86
CUST10836,44,Female,North,41620.01,50,4.07,49.13,2455.95,11,0.591,0.0,0,0.275,Apparel,8.49
CUST10837,37,Male,South,108827.49,18,6.7,169.75,12831.23,9,0.541,0.0,1,0.107,Beauty,7.76
CUST10838,21,Female,East,58076.18,1,5.68,54.56,4268.11,25,0.74,0.085,0,0.624,Electronics,6.75
CUST10839,58,Male,East,78048.27,14,2.01,198.26,4465.84,91,0.107,0.063,0,0.4,Beauty,8.24
CUST10840,30,Male,East,33239.3,37,2.43,22.25,652.36,59,0.341,0.126,1,0.248,Sports & Outdoors,8.2
CUST10841,71,Female,South,65518.64,26,0.87,179.93,1883.6,97,0.353,0.094,0,0.535,Apparel,6.22
CUST10842,48,Female,West,34148.6,4,3.49,27.44,1005.48,49,0.317,0.041,0,0.627,Sports & Outdoors,8.7
CUST10843,27,Female,North,63643.91,25,4.08,59.06,3008.65,16,0.513,0.046,0,0.212,Apparel,7.75
CUST10844,37,Female,East,33512.72,30,1.75,16.28,303.01,52,0.124,0.095,0,0.235,Groceries,9.0
CUST10845,19,Male,East,26514.04,19,3.2,42.1,1798.66,8,0.887,0.0,1,0.564,Apparel,6.73
CUST10846,26,Female,North,31028.81,57,2.76,16.27,517.9,39,0.413,0.098,0,0.472,Electronics,7.39
CUST10847,40,Male,East,58885.06,1,3.45,72.6,2622.99,13,0.342,0.08,0,0.338,Electronics,5.06
CUST10848,23,Female,North,18560.23,75,5.61,22.72,1526.15,1,0.957,0.128,0,0.499,Electronics,5.35
CUST10849,22,Male,East,37666.67,37,4.28,44.83,2009.81,12,0.873,0.0,0,0.369,Electronics,6.1
CUST10850,29,Female,North,37711.6,33,4.25,13.34,656.34,70,0.131,0.073,0,0.201,Home & Kitchen,5.71
CUST10851,64,Male,South,68013.13,26,0.68,247.73,1869.51,123,0.111,0.034,0,0.236,Electronics,6.69
CUST10852,27,Female,East,27172.06,1,2.45,21.52,543.02,44,0.328,0.103,0,0.437,Beauty,6.18
CUST10853,34,Female,North,40048.02,28,4.51,69.86,4221.85,11,0.282,0.048,1,0.322,Apparel,7.75
CUST10854,42,Female,East,37225.03,22,1.41,25.57,369.8,38,0.261,0.043,0,0.342,Apparel,7.11
CUST10855,38,Female,East,36229.21,36,5.43,10.76,651.33,46,0.247,0.129,0,0.477,Home & Kitchen,4.58
CUST10856,37,Male,Central,23178.28,11,2.1,17.42,381.47,60,0.324,0.001,0,0.336,Apparel,8.66
CUST10857,18,Male,North,40790.62,31,6.44,70.03,6120.16,1,1.0,0.084,1,0.851,Groceries,8.42
CUST10858,24,Male,Central,53832.49,58,4.76,36.32,1945.48,18,0.808,0.11,0,0.325,Groceries,6.59
CUST10859,33,Male,West,35064.6,64,1.84,19.99,474.15,71,0.312,0.062,0,0.377,Apparel,8.58
CUST10860,53,Male,South,92184.67,54,2.64,182.61,6513.49,21,0.458,0.0,1,0.664,Groceries,8.46
CUST10861,26,Male,South,42298.41,27,4.61,63.74,3722.81,11,0.831,0.057,1,0.535,Home & Kitchen,7.61
CUST10862,22,Male,West,45474.75,13,10.1,56.39,6102.94,18,0.832,0.044,0,0.541,Beauty,5.98
CUST10863,26,Female,South,23804.93,51,4.21,68.8,3630.09,1,0.836,0.055,1,0.498,Groceries,7.87
CUST10864,18,Female,Central,33285.41,39,5.63,52.58,3272.51,3,0.773,0.107,0,1.0,Groceries,8.12
CUST10865,22,Female,East,34171.51,36,3.37,59.3,2259.8,11,0.894,0.025,1,0.641,Apparel,7.83
CUST10866,33,Female,North,35226.02,65,2.68,16.49,498.32,24,0.554,0.147,0,0.197,Electronics,6.4
CUST10867,52,Male,North,37642.22,35,0.95,27.03,302.76,68,0.308,0.059,0,0.414,Groceries,6.81
CUST10868,52,Female,Central,61520.76,35,3.57,59.84,2702.67,18,0.494,0.072,1,0.405,Groceries,6.67
CUST10869,54,Male,North,58230.42,16,4.71,60.42,3898.22,33,0.606,0.096,0,0.633,Apparel,5.87
CUST10870,49,Female,South,89862.42,46,6.6,149.16,12078.61,11,0.551,0.136,1,0.18,Sports & Outdoors,6.62
CUST10871,35,Male,Central,112556.04,75,10.12,201.18,22991.65,16,0.482,0.061,1,0.106,Apparel,9.74
CUST10872,60,Male,South,43208.46,8,0.77,110.73,1103.21,50,0.452,0.002,0,0.651,Beauty,8.71
CUST10873,31,Female,West,44971.25,52,3.75,21.87,887.34,14,0.865,0.087,0,0.364,Beauty,7.39
CUST10874,41,Female,East,38529.07,34,4.3,25.0,1380.74,58,0.49,0.046,0,0.491,Electronics,7.13
CUST10875,24,Female,South,38708.09,36,1.64,27.23,527.84,39,0.408,0.024,0,0.431,Beauty,5.05
CUST10876,39,Male,West,80158.04,17,2.46,223.9,5628.49,82,0.275,0.029,0,0.581,Sports & Outdoors,8.29
CUST10877,34,Male,Central,48233.0,35,0.25,259.05,744.55,99,0.377,0.0,1,0.259,Electronics,8.2
CUST10878,32,Female,East,37713.46,31,3.05,16.51,662.43,13,0.256,0.055,1,0.571,Sports & Outdoors,6.96
CUST10879,40,Female,North,66520.62,15,9.31,118.18,12021.9,5,0.847,0.052,1,0.97,Sports & Outdoors,5.76
CUST10880,34,Female,West,92681.99,53,13.31,146.01,23955.39,1,0.616,0.0,1,0.472,Electronics,9.45
CUST10881,55,Female,South,64096.15,31,0.57,127.63,843.18,36,0.094,0.115,0,0.162,Apparel,7.5
CUST10882,36,Female,East,40744.23,53,2.92,17.47,568.4,74,0.458,0.001,0,0.465,Beauty,9.69
CUST10883,43,Male,Central,32772.85,46,3.87,15.3,803.15,41,0.535,0.18,0,0.391,Home & Kitchen,6.72
CUST10884,53,Female,Central,71616.14,50,1.67,259.94,4809.28,68,0.285,0.1,0,0.464,Apparel,6.15
CUST10885,40,Male,West,47297.22,18,3.08,22.38,706.08,29,0.323,0.085,0,0.536,Home & Kitchen,7.47
CUST10886,26,Female,South,50841.0,23,2.0,215.38,4880.45,84,0.251,0.003,1,0.092,Electronics,7.05
CUST10887,59,Female,North,92545.36,32,7.2,137.74,10367.41,8,0.729,0.098,0,0.309,Home & Kitchen,7.65
CUST10888,38,Female,South,34741.74,17,4.65,28.72,1824.88,26,0.653,0.076,0,0.278,Electronics,8.52
CUST10889,21,Male,Central,83800.2,51,5.6,74.05,5015.99,4,0.32,0.065,1,0.244,Electronics,7.88
CUST10890,45,Female,South,70726.66,21,0.82,213.06,1886.03,89,0.146,0.032,0,0.228,Home & Kitchen,8.02
CUST10891,42,Female,Central,41472.99,56,4.4,53.5,3208.16,38,0.469,0.126,0,0.487,Beauty,9.69
CUST10892,51,Female,West,68144.47,69,3.86,94.99,5059.86,36,0.671,0.115,1,0.181,Home & Kitchen,8.04
CUST10893,37,Male,West,71791.69,44,9.88,90.69,9968.7,13,0.791,0.024,1,0.703,Electronics,5.89
CUST10894,44,Male,West,41039.84,35,1.35,134.88,2425.5,116,0.19,0.043,0,0.706,Beauty,6.82
CUST10895,26,Male,North,29767.19,7,2.44,16.38,430.4,101,0.424,0.093,0,0.47,Apparel,7.86
CUST10896,54,Male,East,107454.83,17,12.42,141.94,23238.12,11,0.549,0.086,0,0.436,Home & Kitchen,6.33
CUST10897,32,Female,North,85406.87,41,3.24,90.66,3720.43,17,0.576,0.116,1,0.385,Groceries,7.93
CUST10898,22,Female,West,32429.05,4,4.01,22.4,1150.92,69,0.079,0.061,0,0.122,Sports & Outdoors,8.68
CUST10899,27,Female,East,25952.87,44,0.65,14.49,123.47,73,0.128,0.104,1,0.706,Electronics,8.93
CUST10900,21,Non-binary,Central,30661.7,18,3.05,14.27,501.59,56,0.26,0.097,0,0.196,Apparel,7.16
CUST10901,32,Male,North,42609.13,15,3.29,25.29,1083.45,5,0.226,0.117,0,0.087,Apparel,8.48
CUST10902,37,Female,North,42310.72,13,4.06,10.7,511.04,41,0.475,0.0,1,0.0,Beauty,6.66
CUST10903,28,Male,North,39387.39,33,9.99,47.31,5297.32,11,0.772,0.019,0,0.498,Home & Kitchen,6.84
CUST10904,25,Female,East,42856.89,50,7.23,43.76,4255.77,9,0.867,0.116,0,0.531,Apparel,7.19
CUST10905,33,Male,West,60597.48,32,2.63,72.4,1965.92,25,0.343,0.022,1,0.732,Electronics,9.38
CUST10906,42,Female,North,41512.86,31,5.93,54.41,3453.06,22,0.403,0.054,0,0.519,Apparel,7.39
CUST10907,42,Female,West,116662.79,46,6.61,186.04,14794.65,6,0.383,0.047,0,0.426,Electronics,6.65
CUST10908,68,Male,South,102270.93,54,8.65,110.02,12251.15,4,0.385,0.061,0,0.062,Sports & Outdoors,8.85
CUST10909,44,Male,Central,98102.99,53,10.1,153.05,19151.47,1,0.793,0.151,0,0.495,Apparel,7.41
CUST10910,29,Male,North,28223.38,1,5.81,49.83,3298.85,15,0.867,0.025,0,0.637,Electronics,8.65
CUST10911,52,Female,South,92596.54,26,7.7,113.85,9715.8,1,0.748,0.0,1,0.531,Groceries,9.28
CUST10912,57,Male,East,88138.91,36,2.07,282.3,7446.86,78,0.309,0.074,0,0.497,Home & Kitchen,6.74
CUST10913,31,Female,North,37768.56,11,3.34,77.61,3223.64,6,0.746,0.096,0,0.526,Home & Kitchen,6.03
CUST10914,25,Female,West,35946.64,11,6.56,34.13,3003.64,7,0.967,0.011,0,0.582,Home & Kitchen,6.54
CUST10915,25,Male,South,46751.28,72,5.77,49.74,3288.61,14,0.708,0.109,1,0.524,Home & Kitchen,7.4
CUST10916,48,Male,South,98326.66,34,10.17,184.43,24083.3,6,0.421,0.033,1,0.383,Electronics,5.66
CUST10917,41,Male,East,59060.85,46,2.85,91.01,3100.99,1,0.625,0.038,0,0.497,Home & Kitchen,7.79
CUST10918,41,Male,Central,77823.71,46,1.16,243.81,3039.66,68,0.197,0.0,0,0.286,Home & Kitchen,10.0
CUST10919,35,Female,Central,33833.9,22,3.2,19.86,776.06,77,0.679,0.109,0,0.611,Apparel,4.99
CUST10920,21,Male,East,58816.45,46,3.57,68.14,3065.72,26,0.583,0.118,1,0.673,Electronics,7.77
CUST10921,20,Male,West,44834.98,4,5.55,43.8,2547.64,14,0.877,0.124,0,0.628,Groceries,7.41
CUST10922,37,Female,South,52775.86,21,5.55,33.29,1887.56,13,0.627,0.022,1,0.368,Sports & Outdoors,8.8
CUST10923,37,Female,East,85711.93,27,2.3,96.69,2430.54,64,0.406,0.031,0,0.384,Apparel,7.54
CUST10924,26,Female,Central,37087.61,56,5.11,33.57,1974.18,1,0.915,0.019,0,0.618,Electronics,6.84
CUST10925,43,Female,East,42640.01,19,2.51,18.19,517.36,34,0.105,0.143,0,0.245,Apparel,9.63
CUST10926,35,Male,South,83888.44,28,6.8,97.93,7504.5,4,0.541,0.049,1,0.224,Electronics,7.01
CUST10927,30,Female,East,42474.96,1,2.32,26.03,777.11,12,0.757,0.127,0,0.436,Beauty,7.63
CUST10928,48,Female,Central,83788.69,24,1.24,157.55,2395.71,53,0.159,0.076,1,0.367,Sports & Outdoors,8.44
CUST10929,54,Male,East,109322.37,31,10.75,180.56,21978.96,5,0.279,0.019,1,0.756,Electronics,8.11
CUST10930,31,Male,South,34498.1,15,1.6,17.34,303.93,46,0.034,0.092,0,0.256,Groceries,4.38
CUST10931,45,Male,Central,52633.48,25,3.78,54.43,2730.4,2,0.581,0.0,1,0.278,Apparel,7.14
CUST10932,46,Female,West,63440.65,1,3.26,67.17,2572.17,14,0.368,0.009,1,0.205,Home & Kitchen,8.7
CUST10933,27,Male,South,40499.53,17,6.78,63.19,4505.52,8,1.0,0.064,0,0.694,Beauty,5.35
CUST10934,48,Female,South,32446.44,23,4.97,17.81,1064.04,40,0.48,0.064,0,0.19,Groceries,7.75
CUST10935,39,Male,Central,75285.16,20,6.7,164.83,11335.04,12,0.381,0.025,0,0.642,Apparel,8.53
CUST10936,28,Male,North,43652.47,46,3.47,26.54,989.85,50,0.297,0.124,0,0.161,Apparel,6.24
CUST10937,19,Male,South,53481.3,15,3.59,45.97,1739.48,30,0.656,0.043,1,0.433,Electronics,7.08
